Title,Developer(s) 
J.League Winning Eleven 2008 Club Championship,Konami
J.League Winning Eleven 2009 Club Championship,Konami
J.League Winning Eleven 2010 Club Championship,Konami
J.League Winning Eleven 5,Konami
J.League Winning Eleven 6,Konami
J.League Winning Eleven 8: Asia Championship,Konami
J.League Winning Eleven 9: Asia Championship,Konami
J.League Winning Eleven Tactics,Konami
Jackass: The Game,Sidhe Interactive
Jacked •Simple 2000 Series Vol. 111: The Itadaki RiderJP,Sproing
Jackie Chan Adventures,Atomic Planet Entertainment
Jackpot Madness,Dorasu
Jade Cocoon 2 •Tamamayu Monogatari 2JP,Genki
Jak 3,Naughty Dog
Jak and Daxter: The Lost Frontier,High Impact Games
Jak and Daxter: The Precursor Legacy,Naughty Dog
Jak II •Jak II: RenegadeEU •Jak II: El RenegadoES •Jak and Daxter IIJP,Naughty Dog
Jak X: Combat Racing,Naughty Dog
James Bond 007: Agent Under Fire,EA Redwood Shores
James Bond 007: Everything or Nothing,EA Redwood Shores
James Cameron's Dark Angel,Radical Entertainment
James Pond: Codename Robocod,Gameware Development
Jan Sangoku Musou,Omega Force
Jaws Unleashed,Appaloosa Interactive
Jeep Thrills,Game Sauce
Jello,Phoenix Games
Jelly Belly: Ballistic Beans,Blue Monkey Studios
Jeopardy!,Artech Studios
Jeremy McGrath Supercross World,Acclaim Studios Salt Lake City
Jet de Go! 2: Let's Go By Airliner,Taito
Jet Ion Grand Prix •Hresvelgr: International EditionJP,Gust
Jet X2O,Killer Game
Jetix Puzzle Buzzle •Jetix Puzzle GameAU,Broadsword Interactive
Jewels Ocean: Star of Sierra Leone,Pionesoft
Jigoku Shoujo Mioyosuga,Compile Heart
Jikkyou G1 Stable,Konami
Jikkyou G1 Stable 2,Konami
Jikkyou J.League Perfect Striker 3,Konami
Jikkyou J.League Perfect Striker 4,Konami
Jikkyou J.League Perfect Striker 5,Konami
Jikkyou Jitsumei Keiba Dream Classic 2001 Autumn,Dream Japan
Jikkyou Jitsumei Keiba Dream Classic 2001 Spring,Dream Japan
Jikkyou Powerful Major League,Konami
Jikkyou Powerful Major League 2009,Konami
Jikkyou Powerful Pro Yakyuu 10,Konami
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,Konami
Jikkyou Powerful Pro Yakyuu 11,Konami
Jikkyou Powerful Pro Yakyuu 11 Chou Ketteiban,Konami
Jikkyou Powerful Pro Yakyuu 12,Konami
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,Konami
Jikkyou Powerful Pro Yakyuu 13,Konami
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,Konami
Jikkyou Powerful Pro Yakyuu 14,Konami
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,Konami
Jikkyou Powerful Pro Yakyuu 15,Konami
Jikkyou Powerful Pro Yakyuu 2009,Konami
Jikkyou Powerful Pro Yakyuu 7,Konami
Jikkyou Powerful Pro Yakyuu 7 Ketteiban,Konami
Jikkyou Powerful Pro Yakyuu 8,Konami
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,Konami
Jikkyou Powerful Pro Yakyuu 9,Konami
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,Konami
Jikkyou World Soccer 2000 Final Edition,Konami
Jikkyou World Soccer 2001,Konami
Jikkyou World Soccer 2002,Konami
Jikuu Boukenki Zentrix,Sting Entertainment
Jimmy Neutron Boy Genius,THQ
Jissen Pachi-Slot Hisshouhou! Aladdin A,Sammy Studios
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,Sega
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,Sega
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken Plus,Sega
Jissen Pachi-Slot Hisshouhou! Kemono-Oh,Sammy Studios
Jissen Pachi-Slot Hisshouhou! King Camel,Sammy Studios
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,Sega
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,Sammy Studios
Jissen Pachi-Slot Hisshouhou! Onimusha 3,Sammy Studios
Jissen Pachi-Slot Hisshouhou! Ore no Sora,Sega
Jissen Pachi-Slot Hisshouhou! Pachi-Slot Hokuto no Ken,Sammy Studios
Jissen Pachi-Slot Hisshouhou! Pachi-Slot Hokuto no Ken SE,Sega
Jissen Pachi-Slot Hisshouhou! Salaryman Kintarou,Sammy Studios
Jissen Pachi-Slot Hisshouhou! Sammy's Collection,Sammy Studios
Jissen Pachi-Slot Hisshouhou! Sammy's Collection 2 •Jissen Pachi-Slot Hisshouhou! Sammy's Collection 2 DXJP,Sammy Studios
Jissen Pachi-Slot Hisshouhou! Savanna Park •Jissen Pachi-Slot Hisshouhou! Savanna Park DXJP,Sammy Studios
Jissen Pachi-Slot Hisshouhou! Selection: Salaryman Kintarou - Slotter Kintarou - Ore no Sora,Sega
Jissen Pachi-Slot Hisshouhou! Ultraman Club ST,Sega
Jissen Pachinko Hisshouhou! CR Aladdin Destiny EX,Sega
Jissen Pachinko Hisshouhou! CR Hokuto no Ken,Sega
Jissen Pachinko Hisshouhou! CR Sakura Taisen,Sega
Jissen Pachinko Hisshouhou! CR Salaryman Kintarou,Sega
Jitsumei Jikkyou Keiba Dream Classic 2002,Dream Japan
Johnny Bravo: Date-O-Rama!,EM Studios
JoJo no Kimyou na Bouken: Ougon no Kaze,Capcom
Jojo no Kimyou na Bouken: Phantom Blood,Anchor Inc.
Jonny Moseley Mad Trix,3DO
Joshikousei Game's-High!!,Design Factory
Judge Dredd: Dredd vs. Death,Rebellion Developments
Judie no Atelier: Gramnad no Renkinjutsushi,Gust
Juiced •Juiced: Tuning Car DensetsuJP,Juice Games
Juiced 2: Hot Import Nights,Juice Games
Jumanji,Atomic Planet Entertainment
Jumper: Griffin's Story,Collision Studios
Junior Board Games,Mere Mortals
Junjou Romanchika: Koi no Doki Doki Daisakusen,Marvelous Entertainment
Jurassic Park: Operation Genesis •Keiei Simulation: Jurassic ParkJP,Blue Tongue Entertainment
Jurassic: The Hunted,Cauldron
Just Cause,Avalanche Studios
Justice League Heroes,Snowblind Studios
Juujigen Rippoutai Cipher: Game of Survival,Abel Software
"Juuni Kokuki: Guren no Shirube, Koujin no Michi",Konami
"Juuni Kokuki: Kakukakutaru Oudou, Kouryoku no Uka",Konami
K-1 Premium 2004 Dynamite!!,FEG
K-1 Premium 2005 Dynamite •Simple 2000 Ultimate Series Vol. 29: K-1 Premium 2005 DynamiteJP,HuneX
K-1 World GP 2005,D3 Publisher
K-1 World GP 2006,D3 Publisher
K-1 World Grand Prix,Konami
K-1 World Grand Prix 2001,Konami
K-1 World Grand Prix 2003,Konami
K-1 World Grand Prix: The Beast Attack!,Konami
K-1 World Max 2005 •Simple 2000 Ultimate Series Vol. 31: K-1 World Max 2005JP,Konami
K.O. King,Phoenix Games
Ka 2: Let's Go Hawaii,Zoom
Kaan: Barbarian's Blade,EKO Software
Kaena,Xilam
Kaerazu no Mori,Global A
Kaeru Batake de Tsukamaete,Takuyo
Kaeru Batake de Tsukamaete: Natsu Chigira Sansen,Takuyo
Kaido Racer •Kaido Battle 2: Chain ReactionJP,Genki
Kaiketsu Zorori: Mezase! Itazura King,Bandai
Kaiketsu! Osabakiina,KID
Kaitou Apricot Kanzenban,Takuyo
Kakinoki Shogi IV,ASCII Entertainment
Kakutou Bijin Wulong,DreamFactory
Kamaitachi no Yoru 2,ChunSoft
Kamaitachi no Yoru 3,ChunSoft
Kamen Rider 555,Namco Bandai
Kamen Rider Blade,Digifloyd
Kamen Rider: Climax Heroes,Eighting
Kamen Rider Hibiki,Namco Bandai
Kamen Rider Kabuto,Namco Bandai
Kamen Rider: Seigi No Keifu,Banpresto
Kamisama Kazoku: Ouen Ganbou,Dorart
Kamiwaza,Acquire
Kamiyo Gakuen Makorouku Kurunugia,Idea Factory
The Kanji Quiz •Simple 2000 Series Vol. 46: The Kanji Quiz – Challenge! Kanji KentaiJP,Vingt-et-un Systems
"Kanojo no Densetsu, Boku no Sekiban",Best Media
Kanokon: Esuii,5pb
Kanon,Key
The Kanshikikan •Simple 2000 Series Vol. 70: The KanshikikanJP,Tomcat System
Kanuchi: Kuroki Tsubasa no Shou,Vingt-et-un Systems
Kanuchi: Shiroki Tsubasa no Shou,Vingt-et-un Systems
Kao the Kangaroo Round 2,Tate Interactive
Kappa no Kai-Kata,Konami
Karaoke Revolution •Karaoke StageEU,Harmonix Music Systems
Karaoke Revolution Party,Harmonix Music Systems
Karaoke Revolution Presents: American Idol,Blitz Games
Karaoke Revolution Presents: American Idol Encore,Blitz Games
Karaoke Revolution Volume 2,Harmonix Music Systems
Karaoke Revolution Volume 3,Harmonix Music Systems
Karaoke Revolution: Anime Song Collection,Konami
Karaoke Revolution: Dreams & Memories,Konami
Karaoke Revolution: Family Pack,Konami
Karaoke Revolution: J-Pop Best Vol. 1,Konami
Karaoke Revolution: J-Pop Best Vol. 2,Konami
Karaoke Revolution: J-Pop Best Vol. 3,Konami
Karaoke Revolution: J-Pop Best Vol. 4,Konami
Karaoke Revolution: J-Pop Best Vol. 5,Konami
Karaoke Revolution: J-Pop Best Vol. 6,Konami
Karaoke Revolution: J-Pop Best Vol. 7,Konami
Karaoke Revolution: J-Pop Best Vol. 8,Konami
Karaoke Revolution: J-Pop Best Vol. 9,Konami
Karaoke Revolution: Kazoku Idol Sengen,Konami
Karaoke Revolution: Kissing Selection,Konami
Karaoke Revolution: Love & Ballad,Konami
Karaoke Revolution: Night Selection 2003,Konami
Karaoke Revolution: Snow & Party,Konami
Karaoke Stage 2,Konami
Kart Racer,Nordic Games Publishing
Kashimashi! Girl Meets Girl,Marvelous Entertainment
Katakamuna: Ushinawareta Ingaritsu,Alchemist
Katamari Damacy,Now Production
Katana Action •Simple 2000 Series Vol. 28: The Bushido – Tujigiri IchidaiJP,ALU
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,Marvelous Entertainment
Katekyoo Hitman Reborn! Dream Hyper Battle!,Marvelous Entertainment
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Marvelous Entertainment
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,Takara Tomy
Kattobi! Golf,Konami
Kazeiro Surf,Russel Corporation
Kazoku Keikaku: Kokoro no Kizuna,Interchannel
The Keihin Kyuukou: Train Simulator Real,Ongakukan
Kelly Slater's Pro Surfer •Kelly Slater's Pro Surfer 2003JP,Treyarch
Kengo: Master of Bushido •KengoJP,Lightweight
Kengo 3,Lightweight
Kenka Banchou,Y'sK
Kenka Banchou 2: Full Throttle,Y'sK
Kenran Butou Sai: The Mars Daybreak,Alfa System
Keroro Gunsou: MeroMero Battle Royale,Bandai
Keroro Gunsou: MeroMero Battle Royale Z,Bandai
Kessen,Koei
Kessen II,Koei
Kessen III,Koei
KeyboardMania,Konami
KeyboardMania II: 2nd Mix & 3rd Mix,Konami
Kiddies Party Pack,Phoenix Games
Kidou Senshi Gundam 00: Gundam Meisters,Yuke's
Kidou Senshi Gundam: Ghiren no Yabou – Axis no Kyoui V,BEC
Kidou Senshi Gundam: Ghiren no Yabou – Zeon Dokuritsu Sensouden,Bandai
Kidou Senshi Gundam: Ghiren no Yabou – Zeon Dokuritsu Sensouden – Kouryaku Shireisho,Bandai
Kidou Senshi Gundam SEED: Rengou vs. Z.A.F.T.,Capcom
Kidou Senshi Gundam SEED Destiny: Generation of C.E.,Tom Create
Kidou Senshi Gundam SEED Destiny: Rengou vs. Z.A.F.T. II Plus,Bandai Namco Games
Kidou Senshi Gundam Senki: Lost War Chronicles,Bandai
Kidou Shinsengumi: Moeyo Ken,RED Entertainment
Kidz Sports Basketball,Data Design Interactive
Kidz Sports Ice Hockey,Data Design Interactive
Kikou Busou G-Breaker 2: Doumei no Hangeki,Atelier-Sai
Kikou Busou G-Breaker: Daisanshi Cloudia Taisen,Atelier-Sai
Kikou Busou G-Breaker: Legend of Cloudia,Atelier-Sai
Kikou Heidan J-Phoenix,Shoeisha
Kikou Heidan J-Phoenix 2,Takara
Kikou Heidan J-Phoenix 2 Joshouhen,Takara
Kikou Heidan J-Phoenix: Burst Tactics,Takara
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,Takara
Kikou Heidan J-Phoenix Joshouhen,Takara
Kikou Souhei Armodyne,Omiya Soft
kill.switch,Namco
Killer7,Grasshopper Manufacture
Killzone,Guerrilla Games
Kimagure Strawberry Cafe •Simple 2000 Series Vol. 84: The Boku ni Oma Cafe – Kimagure Strawberry CafeJP,Vingt-et-un Systems
Kimi ga Aruji de Shitsuji ga Ore de: Otsukae Nikki,Minato Station
Kimi ga Nozomu Eien: Rumbling Hearts,âge
KimiKiss,Enterbrain
KimiStar: Kimi to Study,Primavera
Kinetica,Santa Monica Studio
King Arthur,Krome Studios
King of Clubs,Oxygen Games
King of Colosseum II,Spike
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,Spike
King of Colosseum: Zero-One Disc,Spike
The King of Fighters '94 Re-bout,SNK Playmore
The King of Fighters '98 Ultimate Match,SNK Playmore
The King of Fighters 2000,Playmore
The King of Fighters 2001,SNK Playmore
The King of Fighters 2002,SNK Playmore
The King of Fighters 2002: Unlimited Match,SNK Playmore
The King of Fighters 2003,SNK Playmore
"The King of Fighters 2006 •King of Fighters: Maximum Impact 2JP, PAL •The King of Fighters: Maximum Impact 2KO",SNK Playmore
The King of Fighters Collection: The Orochi Saga,Terminal Reality
The King of Fighters: Maximum Impact,SNK Playmore
The King of Fighters - Maximum Impact Maniax,SNK Playmore
King of Fighters Maximum Impact Regulation A,SNK Playmore
The King of Fighters NeoWave,SNK Playmore
The King of Fighters NESTS Collection,SNK Playmore
The King of Fighters XI,SNK Playmore
The King of Route 66,Sega AM2
"King's Field IV: The Ancient City •King's Field IVEU, JP",FromSoftware
Kingdom Hearts,SquareSoft
Kingdom Hearts: Final Mix,SquareSoft
Kingdom Hearts II,Square Enix
Kingdom Hearts II: Final Mix +,Square Enix
Kingdom Hearts Re:Chain of Memories,Square Enix
"Kingdom Hearts: Trinity Master Pieces •Compilation of Kingdom Hearts, Kingdom Hearts II and Kingdom Hearts: Chain of Memories (Game Boy Advance)",Square Enix
Kiniro no Corda 2,Koei
Kiniro no Corda 2 Encore,Koei
Kiniro no Corda 3,Koei
Kinkou Myaku Tansa Simulation: Ingot 79,Microvision
Kinniku Banzuke: Muscle Wars 21,Konami
Kinnikuman Muscle Grand Prix Max,Aki Corp.
Kinnikuman Muscle Grand Prix Max 2: Tokumori,Aki Corp.
Kino no Tabi: The Beautiful World,MediaWorks
Kino no Tabi II: The Beautiful World,MediaWorks
Kira * Kira: Rock 'n' Roll Show,PrincessSoft
Kiruto: Anata to Tsumugu Yume to Koi no Dress,Nine'sFox
The Kiryoku Kentei •Simple 2000 Honkaku Shikou Series Vol. 5: The Kiryoku KenteiJP,Yuki
Kishin Houkou Demon Bane,Nitro+
Kita e Diamond Dust+ Kiss is Beginning,Red 5 Software
Kita e. Diamond Dust Volume Summer,Red 5 Software
Kitakata Kenzou San Goku Shi,Media Factory
Kiwame Mahjong DXII,Athena
Klonoa 2: Lunatea's Veil,Namco
Knight Rider: The Game,Davilex Games
Knight Rider: The Game 2,Davilex Games
Knights of the Temple II,Cauldron
Knights of the Temple: Infernal Crusade,Starbreeze Studios
Knockout Kings 2001,Black Ops Entertainment
Knockout Kings 2002,Electronic Arts
Kohitsuji Hokaku Keakaku! Sweet Boys Life,Idea Factory
"Koi to Namida to, Tsuioku to... •Simple 2000 Series Vol. 45: Koi to Namida to, Tsuioku to...JP",HuneX
Koihime + Musou: Doki! Shoujo Darake no Sangokushi Engi,Yeti
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,Alchemist
Kokoro no Tobira,GeneX
Komorebi no Namikimichi: Utsurikawaru Kisetsu no Chuu de,GN Software
Konami Kids Playground: Alphabet Circus,ImaginEngine
Konami Kids Playground: Dinosaurs - Shapes & Colors,ImaginEngine
"Konami Kids Playground: Frogger Hop, Skip & Jumpin' Fun",ImaginEngine
Konami Kids Playground: Toy Pals Fun with Numbers,ImaginEngine
The Konchuu Saishuu •Simple 2000 Series Vol. 83: The Konchuu SaishuuJP,Crossroad
Konjiki no Gash Bell!: Yuujou Tag Battle,Eighting
Konjiki no Gash Bell!! Go! Go! Mamono Fight!!,Eighting
Konneko: Keep a Memory Green,Yeti
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,Alchemist
Kono Haretasora no Shita de,Starfish SD
Konohana 2: Todoke Kanai Requiem,Vridge
Konohana 3: Itsuwari no Kage no Mukou ni,Vridge
Konohana 4: Yami wo Harau Inori,Vridge
Korokke! Ban-Ou no Kiki o Sukue,Konami
Kotoba no Puzzle: Mojipittan,Namco
"Kou Rate Ura Mahjong Retsuden Mukoubuchi: Goburei, Last desu ne",Pi Arts
Kouenji Joshi Soccer,Starfish SD
Koufuku Sousakan,Sony Computer Entertainment
Koushien: Konpeki no Sora,Mahou
Kousoku Tanigawa Shogi,Seta Corporation
Kowloon Youma Gakuenki,Atlus
Kujibiki Unbalance: Kaicho Onegai Smash Fight,Shade
Kuma Uta,Sony Computer Entertainment
Kung Fu •Simple 2000 Series Vol. 82: The Kung FuJP,Vingt-et-un Systems
Kuon,FromSoftware
Kuon no Kizuna: Sairinsho,FOG Inc.
Kurogane no Houkou: Warship Commander,Koei
Kuryuu Youma Gakuenki Recharge,Killaware
Kuusen II,Opera House
Kya: Dark Lineage,Eden Games
Kyo Kara Maoh! Hajimari no Tabi,Namco
Kyo Kara Maoh! Shin Makoku no Kyuujitsu,Bandai Namco Games
Kyo-no Wanko •Mezamashi Telebi 10th Anniversary: Kyo-no WankoJP,DigiCube
Kyojin no Hoshi,Capcom
Kyoufu Shinbun (Heisei-Han) Kaiki! Shinrei File,Konami
Kyoushuu Kidou Butai: Kougeki Helicopter Senki,ASK Co Ltd.
Kyuuketsu Hime Yui: Senyasyo,GeneX
Kyuuketsu Kitan Moonties,Interchannel
L no Kisetsu 2: Invisible Memories,5pb
L.A. Rush,Midway Games
L'Eredita,Milestone S.r.l
L2: Love x Loop,Otomate
La Corda d'Oro •Kiniro no Corda: La Corda d'OroJP,Koei
"La Pucelle: Tactics •La PucelleJP,KO •La Pucelle: Hikari no Seijo Densetsu NishūJP",Nippon Ichi Software
Lake Masters EX,Dazz
Lake Masters EX Super,Dazz
Langrisser III,Taito
Largo Winch: Empire Under Threat,Ubisoft Paris
Lassie,EM Studios
Last Escort 2: Shinya no Amai Toge,Vingt-et-un Systems
Last Escort: Club Katze,Mobile & Gamestudio
Last Escort: Kokuchou Special Night,Vingt-et-un Systems
Last Escort: Shinya no Kokuchou Monogatari,Vingt-et-un Systems
Le Mans 24 Hours,Infogrames Melbourne House
Le Tour de France,Konami
Le Tour de France: Centenary Edition,DC Studios
Leaderboard Golf,Aqua Pacific
League Series Baseball 2 •Magical Sports 2001 KoushienJP,Mahou
Legacy of Kain: Defiance,Crystal Dynamics
Legaia 2: Duel Saga •Legaia: Duel SagaJP,Prokion
The Legend of Alon D'ar,Stormfront Studios
Legend of Camelot,Phoenix Games
Legend of the Dragon,Neko Entertainment
Legend of Herkules,Phoenix Games
Legend of Kay,Neon Studios
The Legend of Spyro: A New Beginning,Krome Studios
The Legend of Spyro: Dawn of the Dragon,Etranges Libellules
The Legend of Spyro: The Eternal Night,Krome Studios
Legends of Wrestling,Acclaim Studios Salt Lake City
Legends of Wrestling II,Acclaim Studios Salt Lake City
Legendz Gekitou! Saga Battle,Bandai
Legion: Legend of Excalibur,7 Studios
Lego Batman: The Videogame,Traveller's Tales
Lego Indiana Jones: The Original Adventures,Traveller's Tales
Lego Racers 2,Attention to Detail
Lego Star Wars: The Video Game,Traveller's Tales
Lego Star Wars II: The Original Trilogy,Traveller's Tales
Leisure Suit Larry: Magna Cum Laude,High Voltage Software
Lemmings,Team17
Lemony Snicket's A Series of Unfortunate Events,Adrenium Games
Let's Bravo Music,Desert Productions
Let's Make a Soccer Team! •Pro Soccer Club o Tsukurou! Europe ChampionshipJP,Snilebit
Let's Ride: Silver Buckle Stables,Coresoft
Lethal Skies Elite Pilot: Team SW •SideWinder FJP,Asmik Ace Entertainment
Lethal Skies II •SideWinder VJP,Asmik Ace Entertainment
Lifeline •Operator's SideJP,Sony Computer Entertainment
Like Life An Hour,Regista
Lilie no Atelier Plus: Salberg no Renkinjutsushi 3,Gust
Lilie no Atelier: Salberg no Renkinjutsushi 3,Gust
Little Aid,Takuyo
Little Anchor,Vridge
Little Britain: The Video Game,"Gamerholix, Gamesauce"
Little Busters! Converted Edition,Key
Living World Racing,Data Design Interactive
LMA Manager 2002 •BDFL Manager 2002DE •Roger Lemerre: La Selection des Champions 2002FR,Codemasters
LMA Manager 2003 •BDFL Manager 2003DE •Roger Lemerre: La Selection des Champions 2003FR,Codemasters
LMA Manager 2004 •BDFL Manager 2004DE,Codemasters
LMA Manager 2005 •BDFL Manager 2005DE •Manchester United Manager 2005UK •Roger Lemerre: La Selection des Champions 2005FR,Codemasters
LMA Manager 2006 •BDFL Manager 2006DE,Codemasters
LMA Manager 2007 •BDFL Manager 2007DE,Codemasters
London Cab Challenge,Phoenix Games
London Racer II •Paris-Marseille Racing IIFR,Davilex Games
London Racer: Destruction Madness •Paris-Marseille Racing: Destruction MadnessFR •Autobahn Raser: Destruction MadnessDE,Davilex Games
London Racer: Police Madness •Paris-Marseille Racing: Police MadnessFR •Autobahn Raser: Police MadnessDE,Davilex Games
London Racer: World Challenge •Paris-Marseille Racing: World ChallengeFR •Autobahn Raser: World ChallengeDE,Davilex Games
London Taxi: Rush Hour,Data Design Interactive
Looney Tunes: Acme Arsenal,Redtribe
Looney Tunes: Back in Action,Warthog Games
The Lord of the Rings: Aragorn's Quest,TT Fusion
The Lord of the Rings: The Fellowship of the Ring,Surreal Software
The Lord of the Rings: The Return of the King,EA Redwood Shores
The Lord of the Rings: The Third Age,EA Redwood Shores
The Lord of the Rings: The Two Towers,Stormfront Studios
Lost Aya Sophia,Idea Factory
Lost Passage: Ushinawareta Hitofushi,PrincessSoft
Lotus Challenge,Kuju Entertainment
Love*Com: Punch de Court,AQ Interactive
